"Priority Mail Express","Priority Mail Express"
"Priority Mail Express Flat Rate Boxes","Priority Mail Express Flat Rate Boxes"
"Priority Mail Express Flat Rate Boxes Hold For Pickup","Priority Mail Express Flat Rate Boxes Hold For Pickup"
"Priority Mail Express Flat Rate Envelope","Priority Mail Express Flat Rate Envelope"
"Priority Mail Express Flat Rate Envelope Hold For Pickup","Priority Mail Express Flat Rate Envelope Hold For Pickup"
"Priority Mail Express Hold For Pickup","Priority Mail Express Hold For Pickup"
"Priority Mail Express International","Priority Mail Express International"
"Priority Mail Express International Flat Rate Boxes","Priority Mail Express International Flat Rate Boxes"
"Priority Mail Express International Flat Rate Envelope","Priority Mail Express International Flat Rate Envelope"
"Priority Mail Express International Legal Flat Rate Envelope","Priority Mail Express International Legal Flat Rate Envelope"
"Priority Mail Express International Padded Flat Rate Envelope","Priority Mail Express International Padded Flat Rate Envelope"
"Priority Mail Express Legal Flat Rate Envelope","Priority Mail Express Legal Flat Rate Envelope"
"Priority Mail Express Legal Flat Rate Envelope Hold For Pickup","Priority Mail Express Legal Flat Rate Envelope Hold For Pickup"
"Priority Mail Express Padded Flat Rate Envelope","Priority Mail Express Padded Flat Rate Envelope"
"Priority Mail Express Padded Flat Rate Envelope Hold For Pickup","Priority Mail Express Padded Flat Rate Envelope Hold For Pickup"
"Priority Mail Express Sunday/Holiday Delivery","Priority Mail Express Sunday/Holiday Delivery"
"Priority Mail Express Sunday/Holiday Delivery Flat Rate Boxes","Priority Mail Express Sunday/Holiday Delivery Flat Rate Boxes"
"Priority Mail Express Sunday/Holiday Delivery Flat Rate Envelope","Priority Mail Express Sunday/Holiday Delivery Flat Rate Envelope"
"Priority Mail Express Sunday/Holiday Delivery Legal Flat Rate Envelope","Priority Mail Express Sunday/Holiday Delivery Legal Flat Rate Envelope"
"Priority Mail Express Sunday/Holiday Delivery Padded Flat Rate Envelope","Priority Mail Express Sunday/Holiday Delivery Padded Flat Rate Envelope"
"Priority Mail Flat Rate Envelope","Priority Mail Flat Rate Envelope"
"Priority Mail Flat Rate Envelope Hold For Pickup","Priority Mail Flat Rate Envelope Hold For Pickup"
"Priority Mail Gift Card Flat Rate Envelope","Priority Mail Gift Card Flat Rate Envelope"
"Priority Mail Gift Card Flat Rate Envelope Hold For Pickup","Priority Mail Gift Card Flat Rate Envelope Hold For Pickup"
"Priority Mail Hold For Pickup","Priority Mail Hold For Pickup"
"Priority Mail International","Priority Mail International"
"Priority Mail International DVD Flat Rate priced box","Priority Mail International DVD Flat Rate priced box"
"Priority Mail International Flat Rate Envelope","Priority Mail International Flat Rate Envelope"
"Priority Mail International Gift Card Flat Rate Envelope","Priority Mail International Gift Card Flat Rate Envelope"
"Priority Mail International Large Flat Rate Box","Priority Mail International Large Flat Rate Box"
"Priority Mail International Large Video Flat Rate priced box","Priority Mail International Large Video Flat Rate priced box"
"Priority Mail International Legal Flat Rate Envelope","Priority Mail International Legal Flat Rate Envelope"
"Priority Mail International Medium Flat Rate Box","Priority Mail International Medium Flat Rate Box"
"Priority Mail International Padded Flat Rate Envelope","Priority Mail International Padded Flat Rate Envelope"
"Priority Mail International Small Flat Rate Box","Priority Mail International Small Flat Rate Box"
"Priority Mail International Small Flat Rate Envelope","Priority Mail International Small Flat Rate Envelope"
"Priority Mail International Window Flat Rate Envelope","Priority Mail International Window Flat Rate Envelope"
"Priority Mail Large Flat Rate Box","Priority Mail Large Flat Rate Box"
"Priority Mail Large Flat Rate Box Hold For Pickup","Priority Mail Large Flat Rate Box Hold For Pickup"
"Priority Mail Legal Flat Rate Envelope","Priority Mail Legal Flat Rate Envelope"
"Priority Mail Legal Flat Rate Envelope Hold For Pickup","Priority Mail Legal Flat Rate Envelope Hold For Pickup"
"Priority Mail Medium Flat Rate Box","Priority Mail Medium Flat Rate Box"
"Priority Mail Medium Flat Rate Box Hold For Pickup","Priority Mail Medium Flat Rate Box Hold For Pickup"
"Priority Mail Padded Flat Rate Envelope","Priority Mail Padded Flat Rate Envelope"
"Priority Mail Padded Flat Rate Envelope Hold For Pickup","Priority Mail Padded Flat Rate Envelope Hold For Pickup"
"Priority Mail Regional Rate Box A","Priority Mail Regional Rate Box A"
"Priority Mail Regional Rate Box A Hold For Pickup","Priority Mail Regional Rate Box A Hold For Pickup"
"Priority Mail Regional Rate Box B","Priority Mail Regional Rate Box B"
"Priority Mail Regional Rate Box B Hold For Pickup","Priority Mail Regional Rate Box B Hold For Pickup"
"Priority Mail Regional Rate Box C","Priority Mail Regional Rate Box C"
"Priority Mail Regional Rate Box C Hold For Pickup","Priority Mail Regional Rate Box C Hold For Pickup"
"Priority Mail Small Flat Rate Box","Priority Mail Small Flat Rate Box"
"Priority Mail Small Flat Rate Box Hold For Pickup","Priority Mail Small Flat Rate Box Hold For Pickup"
"Priority Mail Small Flat Rate Envelope","Priority Mail Small Flat Rate Envelope"
"Priority Mail Small Flat Rate Envelope Hold For Pickup","Priority Mail Small Flat Rate Envelope Hold For Pickup"
"Priority Mail Window Flat Rate Envelope","Priority Mail Window Flat Rate Envelope"
"Priority Mail Window Flat Rate Envelope Hold For Pickup","Priority Mail Window Flat Rate Envelope Hold For Pickup"
"Priority Overnight","次晨达快件"
"Product content code is invalid","产品内容的代码是错误"
"Product name is missing","缺少产品名称"
"Receiver","收货人"
"Rectangular","矩形"
"Reference code is missing","缺少参考代码"
"Regular","普通"
"Regular Pickup","普通取件"
"Request Courier","申请快递"
"Required","必须"
"Required for negotiated rates; 6-character UPS.","Required for negotiated rates; 6-character UPS"
"Residential","住宅的"
"Residential Delivery","送货上门"
"Response is in the wrong format","回复格式有误"
"Return","Return"
"Round","四舍五入"
"Routing barcode is missing","缺少路由条形码"
"Same day","同一天"
"Sample","样本"
"Sandbox Mode","Sandbox Mode"
"Second Day Service","次日服务"
"Secure Gateway URL","安全网关URL"
"Secureline","secureline"
"Sender","配送人"
"Sender city info is missing","发件人城市信息丢失"
"Sender contact name is missing","缺少发件人的联系人姓名"
"Sender country info is missing","发件人国家信息丢失"
"Service type does not match","服务类型不符"
"Ship to Applicable Countries","配送到指定国家"
"Ship to Specific Countries","配送到适用国家"
"Shipment Contains Hazardous Materials","危险品配送"
"Shipment Dutiable","关税"
"Shipment Duty Payment Type","关税付款类型"
"Shipment Type","配送类型"
"Shipment is not available.","不能配送。"
"Shipment picked up","配送收货"
"Shipper Number","Shipper Number"
"Shipping Accept XML URL","Shipping Accept XML URL"
"Shipping Confirm XML URL","Shipping Confirm XML URL"
"Shipping Key","配送密钥"
"Shipping Key (International)","配送密钥 (国际)"
"Show Method if Not Applicable","显示所有方式"
"Signature Required","需要签名"
"Size","尺寸"
"Small Express Box","快递小箱"
"Smart Post","智能发布"
"Sort Order","排序"
"Specific","具体"
"Sprintline","sprintline"
"Standard Overnight","标准次晨达"
"Standard Post","Standard Post"
"Station","邮局"
"Subtotal","总额"
"Subtotal With Discount","折扣后总额"
"The field is applicable if the Smart Post method is selected.","The field is applicable if the Smart Post method is selected"
"The response is in wrong format.","错误的反应格式"
"There is no available method for selected shipping address.","所选配送地址没有可用的配送方式。"
"There is no items in this order","这个顺序是有没有项目"
"Third Party","第三方"
"Title","标题"
"To Lower","舍去小数"
"To Upper","舍去小数并进位"
"Tracking XML URL","查询 XML URL"
"UPS","UPS"
"UPS Expedited","UPS 全球快捷"
"UPS Express","UPS 全球特快"
"UPS Express Box","UPS 特快箱"
"UPS Express Early A.M.","UPS 清早特快"
"UPS Express Plus","UPS 特快加急"
"UPS Ground","UPS 陆运"
"UPS Letter Envelope","UPS 信封"
"UPS Next Day Air","UPS 隔日空运送达"
"UPS Next Day Air Early A.M.","UPS 隔日空运清晨送达"
"UPS Next Day Air Saver","UPS 优捷隔日空运送达"
"UPS Saver","UPS 经济型快递"
"UPS Second Day Air","UPS 两日空运送达"
"UPS Second Day Air A.M.","UPS 两日空运清晨送达"
"UPS Standard","UPS 标准快递"
"UPS Three-Day Select","UPS 三日内送达"
"UPS Today Dedicated Courrier","UPS 当日特快信件"
"UPS Today Express","UPS 当日送达快递"
"UPS Today Express Saver","UPS 当日送达优捷快递"
"UPS Today Intercity","UPS 当日送达同城快递"
"UPS Today Standard","UPS 当日标准特快"
"UPS Tube","UPS 快递筒"
"UPS Type","UPS 类型"
"UPS Worldwide 10 kilo","UPS 全球快递10公斤"
"UPS Worldwide 25 kilo","UPS 全球快递25公斤"
"UPS Worldwide Expedited","UPS 全球快捷"
"UPS Worldwide Express","UPS 全球特快"
"UPS Worldwide Express Plus","UPS 全球特急快递"
"UPS Worldwide Express PlusSM","UPS 全球特快加急"
"UPS Worldwide Saver","UPS全球保护"
"USPS","USPS"
"USPS GXG Envelopes","USPS GXG Envelopes"
"Unable to retrieve tracking","无法查询"
"United Parcel Service","UPS联合包裹"
"United Parcel Service XML","UPS联合包裹XML"
"Unknown error","未知错误"
"Used only when ""Additional Protection Value"" is set to ""Configuration"". Can contain only numeric amount.","只在「额外保护价格」设定为「设定值」时有效。只允许数字"
"User ID","使用者编号"
"Variable","可变的"
"Waybill barcode information is missing","运单条形码信息丢失"
"Weight Unit","重量单位"
"Weight unit is invalid","重量单位是错误的"
"Width","宽"
"Worldwide Expedited","全球蓝色捷运"
"Worldwide Express","全球特快"
"Worldwide Express Letter","全球快递信件"
"Worldwide Express Plus","全球特急快递"
"Worldwide Express Plus Letter","全球特急快递信件"
"Worldwide Express Saver","全球速快"
"Wrong Content Type.","Wrong Content Type"
"Wrong Region.","Wrong Region"
"Yes","是"
"Your Packaging","您的包装"
"Zero shipping charge for '%s'","零运费为'%s'"
"cm","公分"
"inch","英寸"
