"Based on the VAT ID, the customer would belong to the Customer Group %s.","基于 VAT 编号，这个客户会归属到客户群组 %s"
"Bill to Name","账单收件人"
"Bought From","购买自"
"By creating an account with our store, you will be able to move through the checkout process faster, store multiple shipping addresses, view and track your orders in your account and more.","注册您的账号，结账方便迅速，而且可以保存多个送货地址、查看订单状态等"
"CSV","CSV"
"Cancel","取消"
"Cannot save a new password.","无法保存新密码"
"Cannot save address.","无法保存地址"
"Cannot save the customer.","无法保存客户"
"Cannot share customer accounts globally because some customer accounts with the same emails exist on multiple websites and cannot be merged.","客户账号无法全局分享，因为部分客户账号在在多个网站使用相同的信件，记录无法合并"
"Change Account Password","编辑账号密码"
"Change Billing Address","编辑账单地址"
"Change Password","编辑密码"
"Change Shipping Address","编辑配送地址"
"City","乡镇市区"
"Company","公司"
"Config","设定"
"Configure","设定"
"Confirm New Password","确认新的密码"
"Confirm Password","确认密码"
"Confirmation Link Email","确认连结信箱"
"Confirmed","已验证"
"Contact Information","联络信息"
"Continue Shopping","继续购物"
"Country","国家"
"Create","建立"
"Create New Account Options","新账号选项"
"Create New Customer Account","建立客户账号"
"Create Order","建立订单"
"Create an Account","建立账号"
"Create customer","建立客户账号"
"Create customer address","建立客户地址"
"Current Password","目前密码"
"Customer","客户"
"Customer API","客户 API"
"Customer Account Edit Form","客户账号编辑窗体"
"Customer Account Login Form","客户账号登入窗体"
"Customer Account Logout Success","客户账号注销成功"
"Customer Account Registration Form","客户账号申请表"
"Customer Addresses","客户地址"
"Customer Configuration","客户设定"
"Customer Forgot Password Form","客户忘记密码窗体"
"Customer Group","客户群组"
"Customer Groups","客户群组"
"Customer Information","客户信息"
"Customer Login","账号"
"Customer My Account (All Pages)","我的账号（所有页面）"
"Customer My Account Address Book","账号客户通讯簿"
"Customer My Account Address Edit Form","账号客户地址编辑表格"
"Customer My Account Dashboard","客户账号控制面板"
"Customer Since","注册日期"
"Customer View","客户接口"
"Customer collection expected.","需要客户组合"
"Customer email is required","信箱是必填的"
"Customer website ID must be specified when using the website scope","在使用网站范围时必须指定客户网站编号"
"Customer will stay on the current page if ""No"" is selected.","如果选择 ""否"" ，客户将停在目前网页"
"Customers","客户"
"Customers Only","仅限客户"
"Customers Section","客户区"
"DD","日"
"Date","日期"
"Date Added","建立日期"
"Date of Birth","出生日期"
"Day","日"
"Days in Wishlist","待购清单的天数"
"Default Addresses","默认地址"
"Default Billing Address","默认账单地址"
"Default Email Domain","预设信件域名"
"Default Group","预设群组"
"Default Shipping Address","默认配送地址"
"Default Value for Disable Automatic Group Changes Based on VAT ID","停用基于 VAT ID 自动群组异动的默认值"
"Default Welcome Email","预设欢迎信箱"
"Delete","删除"
"Delete Address","删除地址"
"Delete Customer","删除客户"
"Delete Customer Group","删除客户群组"
"Delete customer","删除客户"
"Delete customer address","删除客户地址"
"Deleted Stores","删除商店"
"Details","详细"
"Disabled","未开启"
"Edit","编辑"
"Edit Account Info","编辑帐户信息"
"Edit Account Information","编辑帐户信息"
"Edit Address","编辑地址"
"Edit Address Entry","编辑地址"
"Edit Customer Group ""%s""","编辑客户群组""%s"""
"Edit Customer Groups","编辑客户群组"
"Edit Customer's Address","编辑客户地址"
"Edit Group","编辑群组"
"Edit Newsletters","编辑电子报"
"Email","电子信箱"
"Email Address","电子信箱"
"Email Sender","信件寄件人"
"Email:","电子邮件："
"Enable Automatic Assignment to Customer Group","开启客户群组自动指定"
"Entity collection is expected.","需要实体组合"
"Excel XML","Excel XML"
"Failed to confirm customer account.","认证客户账号失败"
"Fax","传真"
"First Name","姓名"
"Forgot Email Template","取回密码信件的样板"
"Forgot Password","遗忘密码"
"Forgot Your Password","忘记您的密码"
"Forgot Your Password?","忘记密码？"
"Forgot and Remind Email Sender","遗忘与提醒信件寄件人"
"Form Fields Before","表单域前"
"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","在我的账号面板中，您可以查看最近账号访问情况、更新帐户信息。选择下面的链接查看或编辑信息"
"Gender","性别"
"Gender is required.","性别是必填的"
"General Subscription","网站电子报"
"Generate Human-Friendly Customer ID","创造人性化的客户编号"
"Global","全局"
"Group","群组"
"Group Information","群组信息"
"Group Name","组名"
"Group for Invalid VAT ID","VAT 编号错误的群组"
"Group for Valid VAT ID - Domestic","VAT ID 正确时使用群组 - 国内"
"Group for Valid VAT ID - Intra-Union","VAT ID 正确时使用群组 - 其他国家"
"Guest","访客"
"HTML","HTML"
"Hello, %s!","您好，%s!"
"ID","编号"
"IP Address","IP 地址"
"If you believe this is an error, please contact us at %s","如果您相信这是一个错误，请与我们联系在%s"
"If you have an account with us, please log in.","如果您已有账号，请登入"
"Invalid attribute option specified for attribute %s (%s), skipping the record.","属性 %s (%s) 指定了错误的选项，略过数据"
"Invalid attribute set specified, skipping the record.","指定了错误的属性集合，略过数据"
"Invalid billing address for (%s)","错误的账单地址（%s）"
"Invalid current password","目前密码有误"
"Invalid customer data","客户资料有误"
"Invalid email address ""%s"".","电子信箱有误 ""%s"""
"Invalid email address.","电子信箱有误"
"Invalid login or password.","电子信箱或密码有误"
"Invalid password reset token.","密码重设令牌错误"
"Invalid shipping address for (%s)","%s 配送住址错误"
"Invalid store specified, skipping the record.","指定了错误的商店，略过数据"
"Invalid website, skipping the record, line: %s","错误的网站，略过数据，第 %s 行"
"Last Activity","最近访问"
"Last Date Subscribed","最后订阅日期"
"Last Date Unsubscribed","最后取消订阅日期"
"Last Name","姓氏"
"Last URL","最近网址"
"Leave empty for default (15 minutes).","空白则使用默认值（15分钟）"
"Leave empty for default (2). Valid range: 1-4","空白则使用默认值(2)。可用范围：1-4"
"Lifetime Sales","全部销售"
"Log In","登入"
"Log Out","注销"
"Login","登入"
"Login Information","登入信息"
"Login Options","登入项目"
"Login and password are required.","需要账号和密码"
"Login or Create an Account","登入或建立账号"
"MM","月"
"Manage Addresses","地址管理"
"Manage Customers","客户管理"
"Maximum length must be less then %s symbols","最大长度必须小于 %s 个字符"
"Missing email, skipping the record, line: %s","缺少电子邮件，略过数据，第 %s 行"
"Missing email, skipping the record.","缺少电子邮件，略过数据"
"Missing first name, skipping the record, line: %s","缺少名字，略过数据，第 %s 行"
"Missing firstname, skipping the record.","缺少名字，略过数据"
"Missing last name, skipping the record, line: %s","缺少姓氏，略过资料，第 %s 行"
"Missing lastname, skipping the record.","缺少姓氏，略过资料"
"Missing website, skipping the record, line: %s","缺少网站，略过资料，第 %s 行"
"Month","月"
"My Account","我的账号"
"My Account Wrapper","我的账号包装"
"My Dashboard","我的主页"
"My Orders","我的订单"
"Name","姓名"
"Name and Address Options","姓名与地址选项"
"Never","从不"
"New Address","新增地址"
"New Address Entry","新增一个地址"
"New Customer","新客户"
"New Customer Address","新客户地址"
"New Customer Group","新客户群组"
"New Customer Groups","新客户群组"
"New Customers","新客户"
"New Group","新群组"
"New Password","新的密码"
"New account","新的账号"
"New account confirmation key","新注册账号认证码"
"New account confirmed","新账号已透过确认"
"New password field cannot be empty.","新密码字段不能空白"
"Newsletter","电子报"
"Newsletter Finish","电子报完成"
"Newsletter Information","电子报信息"
"Newsletter Received","收到电子报"
"Newsletter Start","电子报开始"
"Newsletter Subscription","电子报订阅"
"Newsletters","电子报"
"No Items Found","没有找到项目"
"No Newsletter Found","没有电子报"
"No customer collections found","没有客户待购清单"
"No item specified.","未选定记录"
"Not Sent","没有发送"
"Not confirmed, can login","未验证，但允许登入"
"Not confirmed, cannot login","未验证，不允许登入"
"Number of Lines in a Street Address ","地址行数"
"Offline","脱机"
"Online","在线"
"Online Customers","在线客户"
"Online Customers Options","在线客户选项"
"Online Minutes Interval","在线时间间隔"
"Order #","订单编号"
"Order Total","订单总额"
"Orders","订单"
"PDF","PDF"
"Password","密码"
"Password Management","密码管理"
"Password Options","密码选项"
"Password forgotten","忘记密码"
"Password:","密码："
"Paused","暂停"
"Pending","等待中"
"Per Website","独立"
"Personal Information","个人信息"
"Please enter a number 1 or greater in this field.","在这个字段请输入一个数字， 1 或更大"
"Please enter a valid date between %s and %s at %s.","请输入一个正确日期，介于 %s 与 %s ，在 %s"
"Please enter a valid date equal to or greater than %s at %s.","请输入一个正确日期，等于或晚于 %s ，在 %s"
"Please enter a valid date less than or equal to %s at %s.","请输入一个正确日期，等于或早于 %s ，在 %s"
"Please enter the city.","请输入乡镇市区"
"Please enter the country.","请输入国家"
"Please enter the first name.","请输入名字"
"Please enter the last name.","请输入姓氏"
"Please enter the state/province.","请输入县市"
"Please enter the street.","请输入街道"
"Please enter the telephone number.","请输入电话"
"Please enter the zip/postal code.","请输入邮政编码"
"Please enter your email address below. You will receive a link to reset your password.","请在下面输入您的电子信箱，您会收到一个链接来重设密码"
"Please enter your email below and we\'ll send you confirmation link for it.","请在下面输入您的电子信箱，我们会将确认连结寄给您"
"Please enter your email.","请输入您的电子信箱"
"Please make sure your passwords match.","请确保密码一致"
"Please select a website which contains store view","请选择一个包含商店接口的网站"
"Please select region, state or province","请选择地区、县市"
"Please, check your email for confirmation key.","请查收信件来取得确认码"
"Prefix Dropdown Options","称谓下拉选项"
"Price","价格"
"Product","产品"
"Product ID","产品编号"
"Product Name","产品名称"
"Product Reviews","产品评论"
"Product Tags","产品卷标"
"Purchase On","购买日期"
"Purchased On","购买日期"
"Qty","数量"
"Recent Orders","最近订单"
"Records for %s store found.","找到 %s 商店记录"
"Recovery Link Expiration Period (days)","还原连结到期期间（天）"
"Redirect Customer to Account Dashboard after Logging in","在客户登入后引导到账号控制面板"
"Refunded","退款"
"Registered Customers","已经注册"
"Remind Email Template","提醒信件样板"
"Remind Password","提醒密码"
"Remove","删除"
"Require Emails Confirmation","要求信件验证"
"Reset a Password","重设密码"
"Retrieve address data","取得地址数据"
"Retrieve address info","取得地址信息"
"Retrieve customer addresses","取得客户地址"
"Retrieve customer data","取得客户资料"
"Retrieve customer groups","取得客户群组"
"Retrieve customer info","取得客户信息"
"Retrieve customers","取得客户记录"

"Retrieve your confirmation link here","在这里取得您的确认连结"
"Retrieve your password here","在这里找回密码"
"SKU","产品统一编号"
"Sales Statistics","销售统计"
"Save","保存"
"Save Address","保存地址"
"Save Customer","保存客户"
"Save Customer Group","保存客户群组"
"Save Password","保存密码"
"Save and Continue Edit","保存并继续编辑"
"Saved %d record(s)","保存%d记录"
"Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.","多个值使用半角分号(;)分隔.<br/>若第一个选项空白请将分号放在开头。 <br />空白则使用输入框"
"Send Auto-Generated Password","发送自动产生的新密码"
"Send From","发自"
"Send Welcome Email","发送欢迎信件"
"Send Welcome Email after Confirmation","验证成功后发送欢迎信箱"
"Send confirmation link","发送确认连结"
"Sending","正在发送"
"Sent","已发出"
"Session Start Time","联机开始时间"
"Set as Default Billing Address","设为默认的账单地址"
"Set as Default Shipping Address","设为默认的配送地址"
"Share Customer Accounts","分享客户账号"
"Shipped to First Name","收货人名字"
"Shipped to Last Name","收货人姓氏"
"Shipped to Name","收货人姓名"
"Shopping Cart","购物车"
"Shopping Cart - %d item(s)","购物车 - %d 件产品"
"Shopping Cart of %1$s - %2$d item(s)","%1$s 的购物车 - %2$d 件产品"
"Show Date of Birth","显示生日"
"Show Gender","显示性别"
"Show Middle Name (initial)","显示中间名"
"Show Prefix","显示称谓"
"Show Suffix","显示后缀"
"Show Tax/VAT Number","显示税籍编号"
"Show VAT Number on Frontend","在前台显示 VAT 编号"
"Sign Up for Newsletter","订阅电子报"
"Skipping import row, required field ""%s"" is not defined.","略过汇入列，没有设定必填字段 ""%s"" "
"Skipping import row, website ""%s"" field does not exist.","略过汇入列，网站 ""%s"" 字段不存在"
"State/Province","县市"
"Status","状态"
"Store","商店"
"Store View","商店界面"
"Street Address","地址"
"Street Address %s","街道地址%s"
"Subject","标题"
"Submit","送出"
"Subscribe to Newsletter","订阅电子报"
"Subscribed to Newsletter?","订阅电子报？"
"Suffix Dropdown Options","后缀下拉选项"
"Tag Name","标签名称"
"Tax Calculation Based On","税金计算基于"
"Tax Class","税别"
"Tax/VAT number","税号/增值税号码"
"Telephone","电话"
"Text","文字"
"Text One Line","一行文字"
"Thank you for registering with %s.","感谢您注册"
"The Date of Birth is required.","生日是必填的"
"The TAX/VAT number is required.","税籍编号是必填的"
"The VAT ID entered (%s) is not a valid VAT ID.","输入的 VAT ID (%s) 有误"
"The VAT ID entered (%s) is not a valid VAT ID. The customer would belong to Customer Group %s.","输入的 VAT ID (%s) 有误，这个客户会属于客户群组 %s"
"The VAT ID is valid. The current Customer Group will be used.","VAT ID 正确，会使用目前客户群组"
"The account information has been saved.","该帐户信息已保存"
"The address does not belong to this customer.","地址不属于该客户"
"The address has been deleted.","成功删除地址"
"The address has been saved.","成功保存地址"
"The customer ID and email did not match, skipping the record, line: %s","客户ID和电子邮件不匹配，略过数据，第 %s 行"
"The customer does not have default billing address.","客户并没有默认的账单地址"
"The customer email (%s) already exists, skipping the record, line: %s","这个客户信箱 (%s) 已经存在，略过数据，第 %s 行"
"The customer group has been deleted.","客户群组已被删除"
"The customer group has been saved.","客户群组已保存"
"The customer is currently assigned to Customer Group %s.","这个客户目前指派到客户群组 %s"
"The first name cannot be empty.","名字不能空白"
"The group ""%s"" cannot be deleted","群组 ""%s"" 无法删除"
"The last name cannot be empty.","姓氏不能空白"
"The minimum password length is %s","密码长度下限 %s"
"The password cannot be empty.","密码不能空白"
"The password must have at least 6 characters. Leading or trailing spaces will be ignored.","密码必须至少6个符号。前导或尾随空格将被忽略"
"The suffix that goes after name (Jr., Sr., etc.)","显示于姓名之后的后缀 (Jr., Sr. 等.)"
"The title that goes before name (Mr., Mrs., etc.)","显示于姓名前的（Mr., Mrs. 等）"
"There are no items in customer's wishlist at the moment","客户的待购列表中没有产品"
"There are no items in customer\'s shopping cart at the moment","客户的购物车中没有产品"
"There is already an account with this email address. If you are sure that it is your email address, <a href=""%s"">click here</a> to get your password and access your account.","此账号已存在。如果您确定这是您的Email，<a href=""%s"">点选这里</a>找回您的密码"
"There was an error validating the VAT ID.","检验 VAT ID 时发生错误"
"There was an error validating the VAT ID. The customer would belong to Customer Group %s.","检验 VAT ID 时发生错误，这个客户应该属于客户群组 %s"
"This account is not confirmed.","该账号尚未确认"
"This customer email already exists","这个客户信箱已经存在"
"This customer has no saved addresses.","这个客户没有保存过地址"
"This email does not require confirmation.","此信件不要求确认"
"This email will be sent instead of default welcome email, after account confirmation.","这封信件将被发送信件，而不是内定的欢迎，开户后确认"
"This is My Default %s Address","这是我的默认%s地址"
"To Cart","到购物车"
"To show VAT number on frontend, set Show VAT Number on Frontend option to Yes.","要在前台显示 VAT 编号，请开启 在前台显示 VAT 编号"
"Total","总计"
"Type","类型"
"Unknown","未知"
"Unsubscribe from Newsletter","退订电子报"
"Update","更新"
"Update customer address data","更新用户地址数据"
"Update customer data","更新用户数据"
"Use as My Default %s Address","作为默认的%s地址"
"Use as My Default Billing Address","作为我的默认账单地址"
"Use as My Default Shipping Address","作为我的默认送货地址"
"Use as my default billing address","作为我的默认账单地址"
"Use as my default shipping address","作为我的默认配送地址"
"VAT Number","VAT 编号"
"VAT Request Date","VAT 请求日期"
"VAT Request Identifier","VAT 请求识别"
"Validate VAT Number","检查 VAT 编号"
"Validate on Each Transaction","检查每个交易"
"Validation Error Group","检查错误群组"
"View","查看"
"View Order","查看订单"
"Visitor","访客"
"Visitors Only","仅限访客"
"Website","网站"
"Welcome Email","欢迎信箱"
"Wishlist","待购清单"
"Wishlist - %d item(s)","待购列表 - %d件产品"
"Would you like to change the Customer Group for this order?","您是否要修改这个订单的客户群组？"
"Wrong confirmation key.","错误的确认码"
"Wrong customer account specified.","错误的客户账号"
"Wrong email.","错误的电子信箱"
"Wrong transactional account email type","错误的交易账号信件类型"
"YYYY","年"
"Year","年"
"You are currently not subscribed to any newsletter.","您没有订阅电子报"
"You are currently not subscribed to our newsletter.","您没有订阅我们的电子报"
"You are currently subscribed to 'General Subscription'.","您订阅了'本店快讯'"
"You are currently subscribed to our newsletter.","您订阅了我们的电子报"
"You are now logged out","您已注销"
"You have logged out and will be redirected to our homepage in 5 seconds.","您已注销，并会在5秒内被引导到我们的首页"
"You have no additional address entries in your address book.","您的通讯簿中没有其他地址项"
"You have no additional entries in your address book.","您的通讯簿中没有其他地址项"
"You have no default billing address in your address book.","您的通讯簿中没有默认的账单地址"
"You have no default entries in your address book.","您有您的地址簿中没有默认项"
"You have no default shipping address in your address book.","您的通讯簿中没有默认的配送地址"
"You have not set a default billing address.","您还没有设定默认的账单地址"
"You have not set a default shipping address.","您还没有设定默认送货地址"
"You have placed no orders yet.","您还没有任何订单"
"You have placed no products yet.","您还没有订购任何产品"
"You will be charged tax.","您的交易含税"
"You will not be charged tax.","您的交易未税"
"Your Tax ID cannot be validated.","您的税籍编号有误"
"Your VAT ID was successfully validated.","您的 VAT ID 检查透过"
"Your account balance is: %s","您的账号余额为：%s"
"ZIP","邮政编码"
"ZIP/Post Code","邮政编码"
"Zip/Postal Code","邮政编码"
"n/a","空"
"or","或"
