"CRITICAL","重要"
"CSV","CSV"
"CSV / Tab separated","CSV/Tab 分隔"
"Cache Control","快取管理"
"Cache Control (beta)","快取管理 (beta)"
"Cache Management","快取管理"
"Cache Type","快取类型"
"Cancel","取消"
"Cannot add new comment.","无法新增评论"
"Cannot add tracking number.","无法新增运单号"
"Cannot create an invoice without products.","不能建立这个产品的发票"
"Cannot create credit memo for the order.","无法为此订单建立折让单"
"Cannot delete the design change.","不能删除设计更改"
"Cannot delete tracking number.","不能删除追踪号"
"Cannot do shipment for the order separately from invoice.","无法单独根据发票为订单产生运输"
"Cannot do shipment for the order.","无法为此订单做运输"
"Cannot initialize shipment for adding tracking number.","无法为增加订单编号产生运输"
"Cannot initialize shipment for delete tracking number.","无法为删除订单编号产生运输"
"Cannot load track with retrieving identifier.","无法使用获得的标志符加载追踪记录"
"Cannot retrieve tracking number detail.","无法取得订单编号详细数据"
"Cannot save shipment.","无法保存运输"
"Cannot save the credit memo.","不能保存折让单"
"Cannot send shipment information.","无法发送运输数据"
"Cannot update item quantity.","不能更新产品数量"
"Cannot update the item\'s quantity.","不能更新产品总数量"
"Catalog","目录"
"Catalog Price Rules","目录价格规则"
"Catalog Rewrites","目录改写"
"Categories","分类"
"Category","分类"
"Category:","分类："
"Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>.","图表已经停用，要开启它请点选 <a href=""%s"">这里</a>"
"Checkbox","复选框"
"Child Transactions","相关交易"
"Choose Store View:","选择商店显示："
"Choose an attribute","选择属性"
"Chosen category does not associated with any website, so url rewrite is not possible.","选择的类别没有归属到任何网站，所以替代网址无法使用"
"Chosen product does not associated with any website, so url rewrite is not possible.","选择的产品没有归属到任何网站，所以替代网址无法使用"
"Clear","清除"
"Close","关闭"
"Comment text field cannot be empty.","评论内容不能空白白"
"Complete","完成"
"Config form fieldset clone model required to be able to clone fields","配置形式的fieldset克隆模式能够克隆领域"
"Configuration","设定"
"Confirm New Password","确认新密码"
"Confirm token authorization Pop Up for admin","已弹出窗口确认管理者认证状态"
"Confirm token authorization for admin","确认管理者认证状态"
"Confirmation Of Authorization","授权确认"
"Confirmed email:","已验证的信箱："
"Connect with the Magento Community","连接Magento社群"
"Continue","继续"
"Convert to Plain Text","转换为文字"
"Cookie (unsafe)","Cookie (不安全)"
"Country","国家"
"Country:","国家："
"Coupons","优惠券"
"Create","建立"
"Create DB Backup","建立数据库备份"
"Create New Attribute","建立新的属性"
"Create URL Rewrite:","建立替代网址"
"Created At","建立于"
"Credit Card %s","信用卡 %s"
"Credit Memo History","折让单记录"
"Credit Memo Totals","折让单总计"
"Credit Memos","折让单"
"Credit memo #%s comment added","折让单 #%s 增加注释"
"Credit memo #%s created","折让单 #%s 建立"
"Credit memo\'s total must be positive.","折让单总数必须是正数"
"Currency","货币"
"Currency ""%s"" is used as %s in %s.","货币 ""%s"" 备用作 %s ，在 %s"
"Currency Information","货币信息"
"Currency Setup Section","货币设定区"
"Current Configuration Scope:","目前设定范围："
"Current Month","本月"
"Custom","自定义"
"Custom Variable ""%s""","客户自定义变数 ""%s"""
"Custom Variables","自定义变数"
"Customer","客户"
"Customer Group:","客户群组："
"Customer Groups","客户群组"
"Customer Name","客户姓名"
"Customer Reviews","客户评论"
"Customer Shopping Carts","客户购物车"
"Customer Since:","注册日期："
"Customer Tax Classes","客户税类型"
"Customer with the same email already exists.","已有相同信箱的客户"
"Customers","客户"
"Customers by Number of Orders","订单数量排序"
"Customers by Orders Total","订单金额排序"
"DHTML Date/Time Selector","动态 HTML 日期/时间选择器"
"Dashboard","首页"
"Data Format","数据格式"
"Data transfer:","数据传送："
"Database","数据库"
"Dataflow - Advanced Profiles","数据流 - 进阶配置"
"Dataflow - Profiles","数据流 - 设置"
"Date","日期"
"Date & Time","日期和时间"
"Date Added","新增日期"
"Date Updated","更新日期"
"Date selection:","日期选择："
"Date selector","选择日期"
"Day","天"
"Decimal separator:","小数分隔符"
"Default (Admin) Values","预设(管理)值"
"Default Billing Address","默认账单地址"
"Default Config","预设设定"
"Default Template from Locale","界面的默认模版"
"Default Values","默认值"
"Default display currency ""%s"" is not available in allowed currencies.","默认显示货币 ""%s"" 不在允许货币列表中"
"Default scope","预设范围"
"Delete","删除"
"Delete %s","删除 %s"
"Delete %s '%s'","删除 %s '%s'"
"Delete File","删除档案"
"Delete Image","删除图片"
"Delete Profile","删除配置档案"
"Delete Role","删除角色"
"Delete Store","删除商店"
"Delete Store View","删除商店界面"
"Delete Template","删除样板"
"Delete User","删除使用者"
"Delete Website","删除网站"
"Description","说明"
"Design","设计"
"Design Section","设计区"
"Details","详情"
"Developer Section","开发区"
"Direction:","方向："
"Disable","停用"
"Disabled","停用"
"Display %s first","先显示 %s"
"Display default currency","显示默认货币"
"Distributed under GNU LGPL. See %s for details.","使用 GNU LGPL 发布，详情请访问 %s"
"Do you really want to KILL parallel process and start new indexing process?","您真的要终止平行程序并启动新的索引程序吗？"
"Do you really want to proceed?","确定要继续？"
"Download","下载"
"Downloads","下载区"
"Drag to move","窗口可拖曳"
"Drop-down","下拉"
"Edit","编辑"
"Edit Design Change","编辑设计更改"
"Edit Email Template","编辑信件样板"
"Edit Order","编辑订单"
"Edit Poll","编辑投票"
"Edit Queue","编辑排程"
"Edit Review","编辑评论"
"Edit Role","编辑角色"
"Edit Store View","编辑商店接口"
"Edit System Template","编辑系统样板"
"Edit Template","编辑样板"
"Edit URL Rewrite","编辑替代网址"
"Edit User","编辑使用者"
"Edit User '%s'","编辑使用者'%s'"
"Edit Website","编辑网址"
"Email","电子信箱"
"Email Address:","电子信箱："
"Email Preview","预览电子信箱"
"Email to a Friend","转寄给朋友"
"Email:","电子信箱："
"Enable","开启"
"Enabled","已开启"
"Enclose Values In:","包括值："
"Entity Attributes","实体属性集"
"Entity Type","实体类型"
"Entity type:","实体类型："
"Error","错误"
"Excel XML","Excel XML"
"Excl. Tax","未税"
"Exclude media folder from backup","在备份排除 media 文件夹"
"Export","汇出"
"Export CSV","汇出 CSV"
"Export Filters","汇出条件"
"Export to:","汇出到："
"Export:","汇出："
"FTP Host","FTP 主机"
"FTP Host[:Port]","FTP 主机[:端口]"
"FTP Login","FTP 账号"
"FTP Password","FTP 密码"
"FTP credentials","FTP 登入信息"
"Failed","错误"
"Failed to add a product to cart by id ""%s"".","按序号 ""%s"" 增加产品到购物车失败"
"Failed to cancel the billing agreement.","取消付款协议失败"
"Failed to clear the JavaScript/CSS cache.","清除JavaScript/CSS快取失败"
"Failed to delete the billing agreement.","删除付款协议失败"
"Failed to update the profile.","更新配置文件案失败"
"Field","字段"
"Field Mapping","字段对应"
"File","档案"
"File Information","档案信息"
"File System","文件系统"
"File mode","档案模式"
"File name:","文件名："
"File size should be more than 0 bytes","档案要大于0字节"
"Finished profile execution.","完成运行配置档案"
"First Invoice Created Date","第一次发票建立时间"
"First Name","姓名"
"First Name is required field.","姓名不能空白"
"First Name:","姓名："
"Fixed","固定"
"Flush Catalog Images Cache","更新目录图片快取"
"Flush JavaScript/CSS Cache","更新JavaScript/CSS快取"
"For category","用于分类"
"For latest version visit: %s","最新版本请浏览: %s"
"For product","用于产品"
"Forgot Admin Password","忘记管理者密码"
"Forgot your password?","忘记您的密码了？"
"Forgot your user name or password?","忘记您的账号或密码了？"
"From","开始"
"GLOBAL","全局"
"Gb","Gb"
"General Information","一般信息"
"General Section","基本区"
"Get Image Base64","取得图片 Base64"
"Get help for this page","查看本页的说明"
"Give the verifier code to application administrator","提供确认码给应用管理员"
"Global Attribute","全局属性"
"Global Record Search","全站搜寻"
"Global Search","全站搜寻"
"Go Today","今天"
"Go to messages inbox","前往收件匣"
"Go to notifications","前往网站提醒"
"Google Base","Google Base"
"Google Sitemaps","Google 网站地图"
"Grand Total","金额"
"Grid (default) / List","表格(默认)/列表"
"Grid Only","仅表格"
"Group:","群组："
"Guest","访客"
"HTTP (unsecure)","HTTP (不安全)"
"HTTPS (SSL)","HTTPS（SSL）"
"Help Us Keep Magento Healthy - Report All Bugs","协助我们改善Magento - 回报所有错误"
"Helper attributes should not be used in custom layout updates.","辅助属性不应该用在自定义版面更新"
"Helper for options rendering doesn't implement required interface.","选项产生辅助没有实做必要的接口"
"Home","首页"
"ID","编号"
"ID Path","编号路径"
"IP Address","IP 地址"
"IPN (Instant Payment Notification) Only","只有IPN(及时付款通知)"
"If there is an account associated with %s you will receive an email with a link to reset your password.","如果有一个账号使用 %s ，您会收到一封信件，里面包含能够重设密码的链接。"
"If this message persists, please contact the store owner.","如果此问题持续存在，请联络网站管理员"
"If you do not specify an option value for a specific store view then the default (Admin) value will be used.","如果没有指定商店样板，就会使用预设 (Admin) 样板"
"Images (.gif, .jpg, .png)","图片 (.gif, .jpg, .png)"
"Images Cache","图片快取"
"Import","汇入"
"Import Service","汇入服务"
"Import and Export","汇入和汇出"
"Import and Export Tax Rates","汇入和汇出税率"
"Import/Export","汇入/汇出"
"Import/Export Advanced","进阶汇入/汇出"
"Import/Export Profile","汇入/导出配置档案"
"Important: ","重要事项:"
"Imported <strong>%s</strong> records","汇入<strong>%s</strong>个记录"
"In","货币"
"In Database:","在数据库："
"In File:","在档案："
"Inactive","停用"
"Incl. Tax","含税"
"Incoming Message","收到的讯息"
"Insert Variable...","插入变数.."
"Interactive","交互式"
"Interface Locale: %s","接口语言：%s"
"Invalid Form Key. Please refresh the page.","错误的窗体密钥. 请更新这个页面"
"Invalid Import Service Specified","指定的汇入服务有误"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","POST 资料有误（请检查 php.ini 中 post_max_size 和 upload_max_filesize 设定）"
"Invalid Secret Key. Please refresh the page.","错误密钥，请更新本页"
"Invalid User Name or Password.","账号或密码有误"
"Invalid directory: %s","目录有误：%s"
"Invalid email address ""%s"".","错误电子信箱 ""%s"""
"Invalid email address.","信箱有误"
"Invalid file: %s","档案有误：%s"
"Invalid input data for %s => %s rate","输入的 %s => %s 比率数据有误"
"Invalid parent block for this block","此块的父块错误"
"Invalid parent block for this block.","此块的父块错误"
"Invalid password reset token.","错误的密码重设令牌"
"Invalid sender name ""%s"". Please use only visible characters and spaces.","失败的发送者名 ""%s"". 请使用可见符号和空格"
"Invalid timezone","错误的时区"
"Invalidated","错误的"
"Inventory Stock Status","库存状态"
"Invoice #%s comment added","发票%s新增了新备注"
"Invoice #%s created","产生发票%s"
"Invoice History","发票记录"
"Invoice Totals","发票总计"
"Invoice canceling error.","发票复核错误"
"Invoice capturing error.","发票锁定错误"
"Invoice voiding error.","发票错误错误"
"Invoices","发票"
"Is Closed","已经关闭"
"Is Default","作为预设"
"Issue Number","发行号码"
"Items","件数"
"JavaScript seems to be disabled in your browser.","您的浏览器似乎关闭了 JavaScript"
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","JavaScript/CSS快取"
"Kb","Kb"
"Last 24 Hours","最近24小时"
"Last 5 Orders","最近5个订单"
"Last 5 Search Terms","最近5个搜寻关键词"
"Last 7 Days","最近7天"
"Last Credit Memo Created Date","最新的折让单建立时间"
"Last Invoice Created Date","最新的发票建立时间"
"Last Logged In (%s):","上次登入时间 (%s):"
"Last Logged In:","最近登入："
"Last Name","姓氏"
"Last Name is required field.","姓氏不能空白"
"Last Name:","姓氏："
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","最后更新时间： %s ，要重新整理最近一天的 <a href=""%s"">统计</a> 点选 <a href=""%s"">这里</a>"
"Latest Message:","最新讯息："
"Layered Navigation Indices","分层导览索引"
"Layered Navigation Indices were refreshed.","阶层导览索引已经被更新"
"Leave empty to use tax identifier","空白则使用税率识别符号"
"Lifetime Sales","累计订单金额"
"Lifetime statistics have been updated.","累计统计已经更新"
"Links","连结"
"Links with associated products will retain only after saving current product.","相关产品的链接在保存目前产品之后才会保留"
"List (default) / Grid","列表(默认)/表格"
"List Only","仅清单"
"Load Template","载入样板"
"Load default template","载入预设样板"
"Loading...","载入中.."
"Local Server","本地服务器"
"Local/Remote Server","本地/远程服务器"
"Locale","语言"
"Log In","登入"
"Log Out","退出"
"Log in to Admin Panel","登入管理面板"
"Log in to use <strong>%s</strong>","登入账号： <strong>%s</strong>"
"Log into Magento Admin Page","登入 Magento 管理页面"
"Logged in as %s","登入使用者 %s"
"Login","登入"
"Low Stock","最低库存"
"MAJOR","重要"
"MINOR","次要"
"MS Excel XML","微软 Excel XML"
"Magento Admin","Magento 管理"
"Magento Commerce - Administrative Panel","Magento Commerce - 管理面板"
"Magento Connect","Magento 连接"
"Magento Connect Manager","Magento 连接管理器"
"Magento Logo","Magento 标志"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento 是 Irubin Consulting Inc. DBA Varien 的注册商标。版权所有 &copy; %s Irubin Consulting Inc"
"Magento root directory","Magento 根目录"
"Magento ver. %s","Magento 版本 %s"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.","Magento&trade; 是 Irubin Consulting Inc. DBA Varien 的注册商标。<br/>版权所有 &copy; %s Irubin Consulting Inc"
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","确认数据编码在这档案里是一致的并且保存为支持的编码 (UTF-8 or ANSI)"
"Manage Attribute Sets","管理属性集合"
"Manage Attributes","管理属性集合"
"Manage Categories","管理分类"
"Manage Content","管理内容"
"Manage Currency Rates","管理货币汇率"
"Manage Customers","管理客户"
"Manage Options (values of your attribute)","管理选项 (属性的数值)"
"Manage Ratings","管理评论"
"Manage Stores","管理商店"
"Manage Tax Rules","管理税务规则"
"Manage Tax Zones and Rates","管理税区和费率"
"Manage Titles (Size, Color, etc.)","管理标题 (尺寸、颜色等)"
"Manual","手册"
"Matched Expression","符合的描述"
"Maximum sender name length is 255. Please correct your settings.","寄件人名称上限为 255 字，请修正您的设定"
"Mb","Mb"
"Media (.avi, .flv, .swf)","多媒体 (.avi, .flv, .swf)"
"Media storages synchronization has completed!","Media保存同步成功!"
"Messages Inbox","讯息收件匣"
"Month","月份"
"Most Viewed","最受欢迎"
"Most Viewed Products","最多点阅产品"
"Multiple Select","多选"
"My Account","我的账号"
"My Applications","我的应用"
"N/A","无"
"NOTICE","提醒"
"Name","名称"
"Name:","姓名:"
"Never (production)","从不（正式环境）"
"New ","新增"
"New API Key","新增 Api 密钥"
"New Accounts","新增账号"
"New Attribute","新增属性"
"New Block","新增区块"
"New Category","新增分类"
"New Class","新增类别"
"New Condition","新增条件"
"New Custom Variable","新增自定义变数"
"New Customer","新增客户"
"New Customers","新增客户"
"New Design Change","新增设计更改"
"New Email Template","新增信件样板"
"New Group","新增群组"
"New Invoice","新增发票"
"New Item Type","新增项目类型"
"New Memo","新增备忘录"
"New Memo for #%s","新增备忘录到 #%s"
"New Page","新增页面"
"New Password","新的密码"
"New Poll","新增投票"
"New Profile","新增配置档案"
"New Rate","新增利率"
"New Rating","新增评分"
"New Review","新增评论"
"New Role","新增角色"
"New Rule","新增规则"
"New Search","新增搜寻"
"New Set","新增集合"
"New Shipment","新增配送"
"New Sitemap","新增网站地图"
"New Store View","新增商店界面"
"New System Template","新增系统样板"
"New Tag","新增标签"
"New Template","新增样板"
"New User","新增使用者"
"New Variable","新增变数"
"New Website","新增网站"
"New password field cannot be empty.","新密码字段不能空白"
"Newsletter","电子报"
"Newsletter Problems","电子报问题"
"Newsletter Queue","电子报排程"
"Newsletter Subscribers","电子报订阅者"
"Newsletter Templates","电子报样板"
"Next month (hold for menu)","下一月 （按住弹出选单）"
"Next year (hold for menu)","下一年 （按住弹出选单）"
"No","否"
"No (price without tax)","否(价格未税)"
"No Data Found","没有资料"
"No Templates Found","没有找到样板"
"No change","不做更改"
"No customer id defined.","没有客户编号被定义"
"No information available.","无可用信息"
"No profile loaded...","没有加载配置档案.."
"No records found for this period.","该时间段内没有找到记录"
"No records found.","没有资料"
"No report code specified.","没有指定报告代码"
"No search keywords.","没有搜寻关键词"
"No search modules were registered","无搜寻模块被注册"
"No wishlist item id defined.","无待购列表夹项目ID被定义"
"None","无"
"Note:","说明："
"Notes","备注"
"Notifications","通知"
"Number of Orders","订单数量"
"Number of Uses","使用次数"
"Number of Views","点阅次数"
"Number of records:","资料数："
"OAuth Consumers","OAuth的消费者"
"OAuth authorization for admin","admin的OAuth授权"
"OAuth authorization simple for admin","简单的管理OAuth授权"
"OK","确定"
"Old rate:","原有税率："
"Once you log into your PayPal Advanced account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","一旦您登录到您的PayPal高级账户，导航服务设置 - 托管结账页面 - 设置选单，并设置以下选项"
"Once you log into your PayPal Payflow Link account, navigate to the Service Settings - Hosted Checkout Pages - Set Up menu and set the options described below","一旦您登录到您的PayPal Payflow连结账户，导航服务设置 - 托管结账页面 - 设置选单，并设置以下选项"
"One or more media files failed to be synchronized during the media storages syncronization process. Refer to the log file for details.","一个或者多个档案没有同步. 请参考详细的记录档案"
"One or more of the Cache Types are invalidated:","一或多个快取类型发现问题："
"Online Customers","在线客户"
"Only Once (version upgrade)","只有一次（版本升级）"
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","仅""全站""属性、输入类型""下拉选单""和用于建立可配置产品""是"" 可用"
"Only mapped fields","仅对应的字段"
"Optional","选填"
"Options","选项"
"Options is required","选项必填"
"Order","订单"
"Order #%s","订单编号 %s"
"Order #%s (%s)","订单编号 %s (%s)"
"Order Created Date","订单建立日期"
"Order ID","订单编号"
"Order Totals","订单总额"
"Order Updated Date","订单更新日期"
"Order Updated Date report is real-time, does not need statistics refreshing.","订单更新日期报表是实时的, 不需要更新状态"
"Orders","订单"
"Original Magento attribute names in first row:","第一行使用 Magento 原有属性名称："
"Out of stock","已售完"
"PDT (Payment Data Transfer) Only","只能付款网关数据传输"
"Package Extensions","外挂软件包"
"Pages","页面"
"Parent Product Thumbnail","上层产品缩图"
"Parent Transaction ID","父交易ID"
"Passive mode","被动模式"
"Password","密码"
"Password Confirmation","密码确认"
"Password confirmation must be same as password.","两次密码必须相同"
"Password must be at least of %d characters.","密码至少 %d 个字符"
"Password must include both numeric and alphabetic characters.","密码必须通知包括数字和英文字母"
"Password:","密码："
"Path:","路径："
"Payment method instance is not available.","付款方式实例无法使用"
"Payment method is not available.","付款方式无法使用"
"Payment method must be specified.","必须指定付款方式"
"Pending Reviews","等待的评论"
"Pending Tags","等待中的标签"
"Per Item","每产品"
"Per Order","每订单"
"Percent","百分比"
"Performed At","运行时间"
"Period","区间"
"Permanent (301)","永久 (301)"
"Permissions","权限"
"Personal Information","个人信息"
"Phone:","电话："
"Please Select","请选择"
"Please confirm site switching. All data that hasn\'t been saved will be lost.","请确认切换网站，所有未保存的数据将丢失"
"Please enter 6 or more characters.","请输入6个或更多字符"
"Please enter a number greater than 0 in this field.","请在这个字段输入大于0的数字"
"Please enter a valid $ amount. For example $100.00.","请输入正确的金额，例如 $100.00"
"Please enter a valid URL. For example http://www.example.com or www.example.com","请输入正确的网址，例如http://www.example.com 或www.example.com"
"Please enter a valid URL. http:// is required","请输入正确的网址。必须带http://"
"Please enter a valid credit card number.","请输入正确的信用卡号码"
"Please enter a valid date.","请输入正确的日期"
"Please enter a valid email address. For example johndoe@domain.com.","请输入正确的电子信箱。例如 johndoe@domain.com"
"Please enter a valid email.","请输入一个有效的电子信箱"
"Please enter a valid number in this field.","请在这个字段输入正确的数字"
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","请输入正确的电话号码。例如 (123) 456-7890 或 123-456-7890"
"Please enter a valid social security number. For example 123-45-6789.","请输入正确的社会保险号。例如 123-45-6789"
"Please enter a valid value from list","请从列表中输入一个有效值"
"Please enter a valid value, ex: 10,20,30","请输入一个有效值, 例如：10, 20, 30"
"Please enter a valid zip code.","请输入正确的邮政编码"
