"App has been submitted.","App has been submitted"
"App model not loaded.","App model not loaded"
"App with specified code does not exist.","App with specified code does not exist"
"Appears in the info section of your app (example: Copyright 2010 – Your Company, Inc.)","显示在您应用的信息接口中（例如：Copyright 2010 – Your Company, Inc.）"
"Application","应用程序"
"Application Key","应用程序密钥"
"Application Master Secret","应用程序主密钥"
"Application Name","应用程序名称"
"Application Secret","应用程序密码"
"Application doesn\'t exist.","Application doesn\'t exist."
"Apply","Apply"
"Applying Coupon Code","Applying Coupon Code"
"Applying Gift Card %@","Applying Gift Card %@"
"Are you sure you want to cancel a message?","Are you sure you want to cancel a message?"
"Are you sure you want to cancel selected records?","Are you sure you want to cancel selected records?"
"Are you sure you want to delete a message?","Are you sure you want to delete a message?"
"Are you sure you want to delete selected records?","Are you sure you want to delete selected records?"
"Are you sure you want to delete this theme? This change will affect all applications.","Are you sure you want to delete this theme? This change will affect all applications"
"Are you sure you want to do this?","您确定您要执行此操作吗？"
"Are you sure you want to remove this item?","Are you sure you want to remove this item?"
"As Low As","As Low As"
"As Low Excl. Tax","As Low Excl. Tax"
"As Low Incl. Tax","As Low Incl. Tax"
"As a Magento customer, Urban Airship is offering you unlimited Push Notifications and Rich Push for $100/year* along with a 60 day free trial.","As a Magento customer, Urban Airship is offering you unlimited Push Notifications and Rich Push for $100/year* along with a 60 day free trial"
"As low as","As low as"
"As low as excl. tax","As low as excl. tax"
"As low as incl. tax","As low as incl. tax"
"At last one application has to be created.","At last one application has to be created"
"At least one option should be selected","At least one option should be selected"
"Authentication complete.","Authentication complete"
"Authentication to %@ did failed...","Authentication to %@ did failed..."
"Average Order Amount","Average Order Amount"
"Average Orders","Average Orders"
"Average Rating","Average Rating"
"Back","返回"
"Back to App Edit","返回App编辑"
"Background Color","背景色"
"Balance","Balance"
"Balance Change","Balance Change"
"Balance History","Balance History"
"Banner on Home Screen","主界面的广告"
"Banner on Home Screen (landscape mode)","Banner on Home Screen (landscape mode)"
"Banner on Home Screen (landscape mode) image missing.","Banner on Home Screen (landscape mode) image missing"
"Banner on Home Screen (portrait mode)","Banner on Home Screen (portrait mode)"
"Banner on Home Screen (portrait mode) image missing.","Banner on Home Screen (portrait mode) image missing"
"Banner on Home Screen image missing.","Banner on Home Screen image missing"
"Banners on Home Screen","Banners on Home Screen"
"Best Sellers","Best Sellers"
"Billing","Billing"
"Billing Address","账单地址"
"Billing address","Billing address"
"Billing address has been set.","Billing address has been set"
"Bundle Products","Bundle Products"
"Buy %1$s for %2$s","为＄%2 购买 ＄%1"
"Buy %1$s for %2$s (%3$s incl. tax) each","为每 ＄%2（＄%3 含税）购买 ＄%1"
"Buy %1$s for %2$s each","为每 ＄%2 购买 ＄%1"
"Buy %1$s with %2$s discount each","每买 ＄%1 有 ＄%2 折扣"
"Buy More & Save","Buy More & Save"
"Buyer country is not allowed by store.","Buyer country is not allowed by store"
"CMS Page","CMS Page"
"CMS Pages haven\'t been found.","CMS Pages haven\'t been found."
"Cache Lifetime (seconds)","快取寿命（秒）"
"Cache Management","快取管理"
"Can\'t add item to shopping cart.","Can\'t add item to shopping cart"
"Can\'t apply the coupon code.","Can\'t apply the coupon code"
"Can\'t copy file ""%s"" to ""%s"".","Can\'t copy file ""%s"" to ""%s"""
"Can\'t create wishlist.","Can\'t create wishlist"
"Can\'t delete ""%s"" theme.","Can\'t delete ""%s"" theme"
"Can\'t load XML.","Can\'t load XML"
"Can\'t load admin application settings.","Can\'t load admin application settings."
"Can\'t load application with id ""%s""","Can\'t load application with id ""%s"""
"Can\'t load cart info.","Can\'t load cart info"
"Can\'t load cart.","Can\'t load cart"
"Can\'t load customer form.","Can\'t load customer form"
"Can\'t load default themes.","Can\'t load default themes"
"Can\'t load selected theme. Please check your media folder permissions.","Can\'t load selected theme. Please check your media folder permissions"
"Can\'t load template with id ""%s""","Can\'t load template with id ""%s"""
"Can\'t open submission form.","Can\'t open submission form"
"Can\'t read file ""%s"".","Can\'t read file ""%s"""
"Can\'t remove the item.","Can\'t remove the item"
"Can\'t reset theme.","Can\'t reset theme"
"Can\'t save address.","Can\'t save address"
"Can\'t save the customer.","Can\'t save the customer"
"Can\'t save theme.","Can\'t save theme"
"Can\'t show configuration.","Can\'t show configuration"
"Can\'t specify product.","Can\'t specify product"
"Can\'t submit application.","Can\'t submit application"
"Can\'t update cart.","Can\'t update cart"
"Can\'t write to file ""%s"".","Can\'t write to file ""%s"""
"Cancel","取消"
"Canceled","已取消"
"Canceling PayPal ...","Canceling PayPal ..."
"Cancelled","已取消"
"Cannot apply gift card.","Cannot apply gift card"
"Cannot configure product.","Cannot configure product."
"Cannot load theme ""%s"".","Cannot load theme ""%s"""
"Cannot redeem Gift Card.","Cannot redeem Gift Card"
"Cannot remove gift card.","Cannot remove gift card"
"Cannot save theme ""%s"". Incorrect data received","无法保存主题 ""%s""。收到的资料有误"
"Cannot update the item.","Cannot update the item."
"Card Verification Number","卡片验证号码"
"Card verification number is wrong","卡验证号码有误"
"Carrier","运营商"
"Cart","购物车"
"Cart Updated","Cart Updated"
"Cart has been updated.","Cart has been updated"
"Cart has some errors.","Cart has some errors"
"Cart is empty.","Cart is empty"
"Catalog Only App?","App 只展示型录？"
"Category","Category"
"Category Button Color","分类按钮颜色"
"Category Item Background Color","型录产品背景色"
"Cc:","Cc:"
"Chairs","链"
"Change Orientation","更改方向"
"Change Password","更改密码"
"Changes have been saved to theme.","Changes have been saved to theme"
"Check","Check"
"Check Gift Card","Check Gift Card"
"Check Gift Card Promo Redeemed","Check Gift Card Promo Redeemed"
"Checking Gift Card %@","Checking Gift Card %@"
"Checkout","Checkout"
"Checkout Page Registration","Checkout Page Registration"
"Checkout as Guest","Checkout as Guest"
"Checkout as Guest or Register","Checkout as Guest or Register"
"Checkout has been initialized.","Checkout has been initialized"
"Checkout initialization...","Checkout initialization..."
"Checkout initialized!","Checkout initialized!"
"Choose Store View","Choose Store View"
"Choose amount","Choose amount"
"Choose file","Choose file"
"City","城市"
"Clear","Clear"
"Close","Close"
"Color Themes","色彩主题"
"Colors","色彩"
"Commiting updates...","Commiting updates..."
"Company","公司"
"Completed","已完成"
"Configuration data have been saved","Configuration data have been saved"
"Configure Cart Item","Configure Cart Item"
"Confirm New Password","确认新密码"
"Confirm Password","确认密码"
"Connecting","Connecting"
"Connection Error\nWe\'re sorry. The app is experiencing connection problems. The app requires a network connection to operate.","Connection Error\nWe\'re sorry. The app is experiencing connection problems. The app requires a network connection to operate."
"Contact Email","联系邮件"
"Contact Information","联系信息"
"ContactsAreEmpty","ContactsAreEmpty"
"Container is not defined.","Container is not defined"
"Content","内容"
"Continue","Continue"
"Copyright","版权所有"
"Copyright Page Logo","版权页面图示"
"Copyright Page Logo (iPhone 4 retina)","Copyright Page Logo (iPhone 4 retina)"
"Copyright: Magento (c) 2010","Copyright: Magento (c) 2010"
"Countries","Countries"
"Countries Payment Applicable From","国家付款请求于"
"Country","国家"
"Country options don\'t recognized for ""%s"".","Country options don\'t recognized for ""%s"""
"Coupon code %s is not valid.","Coupon code %s is not valid"
"Coupon code %s was applied.","Coupon code %s was applied"
"Coupon code is empty.","Coupon code is empty"
"Coupon code was canceled.","Coupon code was canceled"
"Create Account","Create Account"
"Create an Account","Create an Account"
"Creating a Template is allowed only for applications which have device type iPhone.","Creating a Template is allowed only for applications which have device type iPhone"
"Credit Card","信用卡"
"Credit Card %s","信用卡 %s"
"Credit Card Number","信用卡号码"
"Credit Card Type","信用卡类型"
"Credit card number does not match credit card type.","Credit card number does not match credit card type"
"Cross Sells","Cross Sells"
"Current Balance: %s","当前余额: %s"
"Current Password","当前密码"
"Currently, the system does not support the viewing of the order detail.","Currently, the system does not support the viewing of the order detail."
"Custom App Icon","自定App图标"
"Custom App Icon (iPhone 4 retina)","Custom App Icon (iPhone 4 retina)"
"Custom Colors","自定颜色"
"Custom amount","Custom amount"
"Customer","Customer"
"Customer Name","Customer Name"
"Customer authentication problem.","Customer authentication problem"
"Customer balance available in enterprise version of Magento only.","Customer balance available in enterprise version of Magento only"
"Customer balance is disabled for current store","客户余额在当前的店铺被禁用"
"Customer email not specified.","Customer email not specified"
"Customer logout problem.","Customer logout problem"
"Customer not logged in.","Customer not logged in"
"Customers","Customers"
"DD","DD"
"Date","Date"
"Date Created","建立日期"
"Date Submitted","提交日期"
"Date Updated","更新日期"
"Date:","Date:"
"Day","日"
"Deeper Messaging and Engagement with Rich Push.","Deeper Messaging and Engagement with Rich Push"
"Default Billing Address","默认账单地址"
"Default Shipping Address","默认送货地址"
"Default Theme","默认主题"
"Default themes are missed.","Default themes are missed."
"Delete","删除"
"Delete Action","Delete Action"
"Delete theme","删除主题"
"Deleted","已删除"
"Description","说明"
"Description that appears in Android Market. %s chars maximum. ","显示在Android市场中的描述。最多 %s 个字符。"
"Description that appears in the iTunes App Store. %s chars maximum. ","显示在iTunes App Store中的描述。最多 %s 个字符。"
"Deselect All","全部反选"
"Design","设计"
"Device","设备"
"Device Information","设备信息"
"Device Type","设备类型"
"Device doesn\'t recognized","Device doesn\'t recognized"
"Device doesn\'t recognized. Unable to load a template.","Device doesn\'t recognized. Unable to load a template"
"Device doesn\'t recognized: ""%s"". Unable to load a helper.","Device doesn\'t recognized: ""%s"". Unable to load a helper"
"Device doesn\'t recognized: ""%s"". Unable to load preview model.","Device doesn\'t recognized: ""%s"". Unable to load preview model"
"Device type doesn\'t recognized.","Device type doesn\'t recognized."
"Discount code is empty","Discount code is empty"
"Discount:","Discount:"
"Done","Done"
"Downloadable Products Updated","Downloadable Products Updated"
"Downloads limit:","Downloads limit:"
"E-mail","E-mail"
"Edit","编辑"
"Edit Action","Edit Action"
"Edit Address","Edit Address"
"Edit AirMail Message","编辑航空邮件信息"
"Edit AirMail Message Queue #%s","编辑航空邮件队列 #%s"
"Edit App ""%s""","编辑 App ""%s"""
"Edit Filter","编辑筛选器"
"Edit Image","Edit Image"
"Edit Mail List","Edit Mail List"
"Edit Template ""%s""","编辑样板 ""%s"""
"Edit filter","Edit filter"
"Edit note","Edit note"
"Either remote URL or application code was not set. Please make sure you filled all the values and try again.","Either remote URL or application code was not set. Please make sure you filled all the values and try again."
"Element with id %s already exists","ID为 %s 的元素已经存在"
"Email","电子邮件"
"Email Address","电子邮件地址"
"Email address you provided is not valid. Please provide a valid one.","Email address you provided is not valid. Please provide a valid one."
"Email is not correct","Email is not correct"
"Email is not specified","Email is not specified"
"Enable Admin Application","Enable Admin Application"
"Enable AirMail Message Push notification","开启AirMail信息推送通知"
"Enable Facebook","开启Facebook"
"Enable Flurry Analytics","开启Flurry分析"
"Enable Flurry Analytics for the merchant.","Enable Flurry Analytics for the merchant"
"Enable LinkedIn","开启LinkedIn"
"Enable Standard Checkout","开启标准结账"
"Enable Twitter","开启Twitter"
"Enter Name","Enter Name"
"Enter discount code first.","Enter discount code first."
"Enter discount code if any","Enter discount code if any"
"Enter e-mail","Enter e-mail"
"Enter giftcard promo code here","Enter giftcard promo code here"
"Enter text","Enter text"
"Enter the gift card code","Enter the gift card code"
"Error","Error"
"Error Loading Configuration Format","Error Loading Configuration Format"
"Error during shortening url","Error during shortening url"
"Error message text is missed.","Error message text is missed."
"Error while processing file ""%s"".","Error while processing file ""%s"""
"Error while reading data from Payment Bridge. Please, try again.","Error while reading data from Payment Bridge. Please, try again"
"Error while reading remote data","Error while reading remote data"
"Error while uploading file ""%s"".","Error while uploading file ""%s"""
"Error while uploading file ""%s"". Disallowed file type. Only ""jpg"", ""jpeg"", ""gif"", ""png"" are allowed.","Error while uploading file ""%s"". Disallowed file type. Only ""jpg"", ""jpeg"", ""gif"", ""png"" are allowed"
"Excl. Tax","Excl. Tax"
"Expiration Date - Month","截止日期 - 月"
"Expiration Date - Year","截止日期 - 年"
"Expires: %s","届满: %s"
"Extend the life of your app with Urban Airship Push Notifications.","Extend the life of your app with Urban Airship Push Notifications"
"Extensions","扩展"
"FILTERS APPLIED","过滤器已应用"
"Facebook","Facebook"
"Facebook API","Facebook API"
"Facebook Application ID","反馈应用程序ID"
"Facebook post failed...","Facebook post failed..."
"Fax","传真"
"File can\'t be uploaded.","File can\'t be uploaded"
"File doesn\'t exist ""%s"".","File doesn\'t exist ""%s"""
"Filter","Filter"
"Filters","Filters"
"First Name","名字"
"Fixed amounts","Fixed amounts"
"Flurry API Code","Flurry API代码"
"Flurry Analytics","Flurry分析"
"Flurry Analytics Site","Flurry分析网站"
"Fonts","字体"
"Forgot Password","Forgot Password"
"Forgot Password?","Forgot Password?"
"Forgot your password?","Forgot your password?"
"Form","Form"
"Free","免费"
"From","From"
"From Excl. Tax","From Excl. Tax"
"From Incl. Tax","From Incl. Tax"
"From excl. tax","From excl. tax"
"From incl. tax","From incl. tax"
"Full Description","Full Description"
"Funk Leaf","Funk Leaf"
"Gallery","Gallery"
"General","常规"
"Generate Offline Catalog","Generate Offline Catalog"
"Get Content from CMS Page","从CMS页面获得内容"
"Gift Card ""%s"" was added.","Gift Card ""%s"" was added"
"Gift Card ""%s"" was redeemed.","Gift Card ""%s"" was redeemed"
"Gift Card ""%s"" was removed.","Gift Card ""%s"" was removed"
"Gift Card (%s)","礼品卡 (%s)"
"Gift Card amount applied to order: %s","礼品卡金额已使用于订单: %s"
"Gift Card code is empty.","Gift Card code is empty"
"Gift Card: %s","礼品卡: %s"
"Gift card account available in enterprise version of Magento only.","Gift card account available in enterprise version of Magento only"
"Giftcard promo code","Giftcard promo code"
"Grand Total","Grand Total"
"Grand Total (Excl. Tax)","合计（未税）"
"Grand Total (Incl. Tax)","合计（含税）"
"Guest","访客"
"Header Background Color","页首背景色"
"Header Font Color","页首字体颜色"
"High Resolution Application Icon","高分辨率应用程序图标"
"Home","首页"
"Hot Red","大红"
"How do you rate this product?","您如何评价这个产品呢？"
"How to incorporate Urban Airship within your application:","如何将Urban Airship在您的应用程序合并："
"I Agree","I Agree"
"I agree to the Terms and Conditions","I agree to the Terms and Conditions"
"ID","ID"
"Icon that will appear on the user\'s device after they download your app.","Icon that will appear on the user\'s device after they download your app."
"Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple).","Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple)."
"Icon that will appear on the user\'s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple).","Icon that will appear on the user\'s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple)."
"Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple).","Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple)."
"Icons","图标"
"If leave this field empty, the message will be sent immediately","如果这个字段留空，信息将立刻发送。"
"If you want to disable the cache on the application side, leave the field empty. Warning! When disabling cache, the application will take time to load each page.","如果您希望在应用程序端停用快取，字段请设为空白。警告！如果停用快取，应用程序每页都会会需要一点时间加载"
"Image %s is required.","Image %s is required."
"Image action has been saved.","Image action has been saved."
"Image does not exist. Please reload this page.","Image does not exist. Please reload this page."
"Image file was not found.","Image file was not found"
"Image has been deleted.","Image has been deleted."
"Image id is required.","Image id is required."
"Image limits don\'t recognized for ""%s"" image type","Image limits don\'t recognized for ""%s"" image type"
"Image that appears on first screen while your app is loading.","Image that appears on first screen while your app is loading."
"Image type doesn\'t recognized: ""%s"".","Image type doesn\'t recognized: ""%s""."
"Image type is required.","Image type is required."
"Images","图像"
"Images order has been updated.","Images order has been updated."
"In Queue","位于队列中"
"In Stock","有货"
"In addition, click here to review Urban Airship\'s Terms of Service: <a href=""%s"" target=""_blank"">click here</a>.","In addition, click here to review Urban Airship\'s Terms of Service: <a href=""%s"" target=""_blank"">click here</a>"
"In order to resubmit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","为了提交您的App，您需要首先从MagentoCommerce购买 <a href=""%s"" target=""_blank"">%s</a>。"
"In order to submit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","为了提交您的App，您需要首先从MagentoCommerce购买 <a href=""%s"" target=""_blank"">%s</a>。"
"Inactive Tabs","非活跃选项卡"
"Incl. Tax","Incl. Tax"
"Incl. tax","Incl. tax"
"Initialization PayPal ...","Initialization PayPal ..."
"Initialization of the PayPal checkout failed!","Initialization of the PayPal checkout failed!"
"Invalid XML.","Invalid XML"
"Invalid current password.","Invalid current password"
"Invalid customer data.","Invalid customer data"
"Invalid data.","Invalid data"
"Invalid email address.","Invalid email address"
"Invalid item or wishlist.","Invalid item or wishlist"
"Invalid login or password.","Invalid login or password"
"Invalid shipping method.","Invalid shipping method"
"Issue Number","问题编号"
"It\'s not allowed to delete submitted application.","It\'s not allowed to delete submitted application"
"Item","Item"
"Item Options","Item Options"
"Item has been added to cart.","Item has been added to cart"
"Item has been deleted from cart.","Item has been deleted from cart"
"Item has been removed from wishlist.","Item has been removed from wishlist"
"Items","Items"
"Items were updated. But can\'t update wishlist.","Items were updated. But can\'t update wishlist"
"Keep your image size below %s KB for optimal performance.","Keep your image size below %s KB for optimal performance."
"Key","密钥"
"Keywords","关键词"
"Label","标签"
"Landscape app Background","Landscape app Background"
"Landscape banners on Home Screen","Landscape banners on Home Screen"
"Large iTunes Icon","大iTunes图标"
"Large icon that appears in the iTunes App Store. You do not need to apply a gradient or soft edges (this is done automatically by Apple).","Large icon that appears in the iTunes App Store. You do not need to apply a gradient or soft edges (this is done automatically by Apple)."
"Last 5 Orders","Last 5 Orders"
"Last 5 Search Terms","Last 5 Search Terms"
"Last Name","姓氏"
"Last update: %@","Last update: %@"
"Lifetime Sales","Lifetime Sales"
"LindedIn","LindedIn"
"Link:","Link:"
"LinkedIn","LinkedIn"
"LinkedIn API","LinkedIn API"
"LinkedIn API Key","LinkedIn API密钥"
"LinkedIn Authorization","LinkedIn Authorization"
"LinkedIn Autorization","LinkedIn Autorization"
"LinkedIn Secret Key","LinkedIn密钥"
"Linkedin post failed...","Linkedin post failed..."
"List of downloadable products is empty","List of downloadable products is empty"
"Load more items","Load more items"
"Loader Splash Screen","加载启动接口"
"Loader Splash Screen (iPhone 4 retina)","Loader Splash Screen (iPhone 4 retina)"
"Loader Splash Screen (landscape mode)","Loader Splash Screen (landscape mode)"
"Loader Splash Screen (portrait mode)","Loader Splash Screen (portrait mode)"
"Loading %@...","Loading %@..."
"Loading Account Form...","Loading Account Form..."
"Loading Address Book...","Loading Address Book..."
"Loading Address Form...","Loading Address Form..."
"Loading CMS page ...","Loading CMS page ..."
"Loading Cart...","Loading Cart..."
"Loading Gallery...","Loading Gallery..."
"Loading Login Form...","Loading Login Form..."
"Loading My Downloadable Products...","Loading My Downloadable Products..."
"Loading Order Details","Loading Order Details"
"Loading Orders List...","Loading Orders List..."
"Loading Preview...","Loading Preview.."
"Loading Product Options...","Loading Product Options..."
"Loading Products...","Loading Products..."
"Loading Registration Form...","Loading Registration Form..."
"Loading Restore Password Form...","Loading Restore Password Form..."
"Loading Store Credit...","Loading Store Credit..."
"Loading WishList...","Loading WishList..."
"Loading Write Review Form...","Loading Write Review Form..."
"Loading category ...","Loading category ..."
"Loading more items...","Loading more items..."
"Loading product ...","Loading product ..."
"Loading shipping methods ...","Loading shipping methods ..."
"Loading...","Loading..."
"Locations","位置"
"Log In","登录"
"Log Out","Log Out"
"Log in to Admin Panel","Log in to Admin Panel"
"Log into Account","Log into Account"
"Log into your account","Log into your account"
"Log out Account","Log out Account"
"LogInMessageTitle","LogInMessageTitle"
"Login and password are required.","Login and password are required"
"Logo in Header","页首图示"
"Logo in Header image missing.","Logo in Header image missing"
"Logout complete.","Logout complete"
"MEP is PayPal\'s native checkout experience for the iPhone. You can choose to use MEP alongside standard checkout, or use it as your only checkout method for Magento mobile. PayPal MEP requires a <a href=""%s"">PayPal business account</a>","MEP是Paypal为iPhone原生的结账体验。您可以选择MEP跟标准结账一起使用，或用它作为唯一的结账方法于Magento mobile。Paypal的MEP需要一个<a href=""%s"">的PayPal商业账户</a>"
"MM","MM"
"Mailbox title","邮箱标题"
"Main Tabs","主选项卡"
"Make Inactive","使其不活跃"
"Make this app available in the following territories","让该应用可在下列区域使用"
"Manage Apps","管理行动应用"
"Manage Mobile App","管理移动App"
"Maximum length is 140","最大长度为140"
"Maximum length is 255","最大长度为255"
"Maximum size: %s KB.","Maximum size: %s KB."
"Maximum: %.2f","Maximum: %.2f"
"Merchant Label","商家标签"
"Merge","Merge"
"Message","Message"
"Message Queue","讯息排程"
"Message Settings","消息设置"
"Message Templates","讯息样板"
"Message Title","消息标题"
"Message Type","消息类型"
"Message can be edited when status of the message is ""In Queue"" only.","Message can be edited when status of the message is ""In Queue"" only"
"Message content","消息内容"
"Message text is missed.","Message text is missed."
"Message title","消息标题"
"Message too long, please use 140 symbols","Message too long, please use 140 symbols"
"Message type doesn\'t recognized","Message type doesn\'t recognized"
"Minimize","Minimize"
"Minimum %@, maximum %@","Minimum %@, maximum %@"
"Minimum: %.2f","Minimum: %.2f"
"Mobile","行动版"
"Mobile Express Checkout has been canceled.","Mobile Express Checkout has been canceled"
"Mobile Express Checkout processed successfully.","Mobile Express Checkout processed successfully"
"Month","月"
"More","更多"
"More Info","更多信息"
"More Tabs","更多标签"
"Most Viewed Products","Most Viewed Products"
"My Account","My Account"
"My Downloadable Products","My Downloadable Products"
"My Orders","My Orders"
"My Wishlist","My Wishlist"
"Name","Name"
"Name on Card","卡片上的名字"
"Name that appears beneath your app when users install it to their device. We recommend choosing a name that is 10-12 characters and that your customers will recognize. %s chars max.","Name that appears beneath your app when users install it to their device. We recommend choosing a name that is 10-12 characters and that your customers will recognize. %s chars max"
"New AirMail Message","新 AirMail 消息"
"New AirMail Message Queue","新 AirMail 消息队列"
"New App","新App程序"
"New Customers","New Customers"
"New Password","新密码"
"New Template","新版型"
"New to Our Store?","New to Our Store?"
"Nickname","昵称"
"No","No"
"No Payment Information Required","无需付款信息"
"No Ratings","No Ratings"
"No internet connection. Retry later ...","No internet connection. Retry later ..."
"No items were specifed to update.","No items were specifed to update"
"No items were updated.","No items were updated"
"No product selected.","No product selected"
"No products found. Please retry with other term","No products found. Please retry with other term"
"No shipping method required.","No shipping method required"
